"Run Fondo";"nombre_fm";"fecha";"nemotecnico_inst";"nombre_emisor";"codigo_pais_em";"tipo_inst";"fecha_venc";"situacion_inst";"clasif_riesgo";"nombre_grupo_emp";"cant_unidades";"tipo_unidades";"tir";"valor_par";"valor_relevante";"cod_valorizacion";"base_tasa";"tipo_interes";"valorizacion_cierre";"cod_moneda_liq";"cod_pais_trans";"porc_capital_em";"porc_total_act_em";"porc_total_act_fondo"
"8078";INVERSION USA;2023-01-31;BGFAMBA LN;Baillie Gifford Overseas Growt;GB;CFME;;1;NA;NA;152.50;GBP;;;10273.94;3;0;NA;1567;GBP;US;0.000;0.000;0.001
"8078";INVERSION USA;2023-01-31;INAMEIA LN;Ninety One Funds Series Ii - A;GB;CFME;;1;NA;NA;1314000.00;GBP;;;4435.83;3;0;NA;5828681;GBP;US;0.000;1.253;2.944
"8078";INVERSION USA;2023-01-31;IYR US;Ishares U S  Real Estate Etf;US;ETFA;;1;NA;NA;18850.00;PROM;;;74468.29;3;0;NA;1403727;PROM;US;0.000;0.059;0.709
"8078";INVERSION USA;2023-01-31;JPUSGIU LX;Jpmorgan Funds - Us Growth Fun;LU;CFME;;1;NA;NA;38800.00;PROM;;;284803.59;3;0;NA;11050379;PROM;US;0.000;0.982;5.581
"8078";INVERSION USA;2023-01-31;JPUSSIU LX;Jpmorgan Investment Funds - Us;LU;CFME;;1;NA;NA;38047.87;PROM;;;304677.35;3;0;NA;11592324;PROM;US;0.000;0.328;5.855
"8078";INVERSION USA;2023-01-31;JPUVIAU LX;Jpmorgan Funds - Us Value Fund;LU;CFME;;1;NA;NA;69860.00;PROM;;;249696.77;3;0;NA;17443816;PROM;US;0.000;0.539;8.811
"8078";INVERSION USA;2023-01-31;MORAMFZ LX;Morgan St-Us Advantage-Zusd;LU;CFME;;1;NA;NA;84.65;PROM;;;74838.25;3;0;NA;6335;PROM;US;0.000;0.000;0.003
"8078";INVERSION USA;2023-01-31;PIMSISA ID;Pimco Gis Stocksplus Fund;IE;CFME;;1;NA;NA;69026.92;PROM;;;39578.62;3;0;NA;2731990;PROM;US;0.000;0.293;1.380
"8078";INVERSION USA;2023-01-31;SPYG US;Spdr S&P 500 Growth Etf;US;ETFA;;1;NA;NA;504700.00;PROM;;;43037.02;3;0;NA;21720784;PROM;US;0.000;0.227;10.971
"8078";INVERSION USA;2023-01-31;TEMTIAU LX;Franklin Templeton Investment;LU;CFME;;1;NA;NA;108500.00;PROM;;;34149.73;3;0;NA;3705246;PROM;US;0.000;0.067;1.871
"8078";INVERSION USA;2023-01-31;TRPSCEI LX;T Rowe Price Funds Sicav - Us;LU;CFME;;1;NA;NA;3656.02;PROM;;;78248.40;3;0;NA;286078;PROM;US;0.000;0.017;0.144
"8078";INVERSION USA;2023-01-31;VDE US;Vanguard Energy Index Fund;US;ETFA;;1;NA;NA;30100.00;PROM;;;100438.49;3;0;NA;3023199;PROM;US;0.000;0.048;1.527
"8078";INVERSION USA;2023-01-31;VGT US;Vanguard Information Technolog;US;ETFA;;1;NA;NA;38000.00;PROM;;;281803.63;3;0;NA;10708538;PROM;US;0.000;0.036;5.409
"8078";INVERSION USA;2023-01-31;VHT US;Vanguard Health Care;US;ETFA;;1;NA;NA;42060.00;PROM;;;197917.22;3;0;NA;8324398;PROM;US;0.000;0.069;4.205
"8078";INVERSION USA;2023-01-31;VLUE US;Ishares Msci Usa Value Factor;US;ETFA;;1;NA;NA;36200.00;PROM;;;78562.07;3;0;NA;2843947;PROM;US;0.000;0.050;1.436
"8078";INVERSION USA;2023-01-31;VONUSEG LX;Vontobel Fund - Us Equity;LU;CFME;;1;NA;NA;81889.08;PROM;;;171866.59;3;0;NA;14073997;PROM;US;0.000;1.046;7.109
"8078";INVERSION USA;2023-01-31;VOX US;Vanguard Telecommunication Ser;US;ETFA;;1;NA;NA;55724.00;PROM;;;76084.89;3;0;NA;4239754;PROM;US;0.000;0.226;2.141
"8078";INVERSION USA;2023-01-31;XLF US;Financial Select Sector Spdr F;US;ETFA;;1;NA;NA;122200.00;PROM;;;29404.48;3;0;NA;3593227;PROM;US;0.000;0.017;1.815
"8078";INVERSION USA;2023-01-31;XLI US;Industrial Select Sector Spdr;US;ETFA;;1;NA;NA;40800.00;PROM;;;81915.92;3;0;NA;3342170;PROM;US;0.000;0.037;1.688
"8078";INVERSION USA;2023-01-31;XLY US;Consumer Discretionary Select;US;ETFA;;1;NA;NA;17000.00;PROM;;;119596.44;3;0;NA;2033139;PROM;US;0.000;0.018;1.027
"8113";USA EQUITY;2023-01-31;CSPX LN EQUITY;iShares Core S&P 500 UCITS ETF;IG;ETFA;;1;NA;NA;5098.00;PROM;;;336776.16;3;0;NA;1716885;PROM;IG;0.000;0.006;0.721
"8113";USA EQUITY;2023-01-31;FDN US EQUITY;FIRST TRUST DJ INTERNET IND;US;ETFA;;1;NA;NA;2800.00;PROM;;;113604.55;3;0;NA;318093;PROM;US;0.000;0.318;0.134
"8113";USA EQUITY;2023-01-31;FXG US Equity;FIRST TRUST CONSUMER STAPLES;US;ETFA;;1;NA;NA;15500.00;PROM;;;50959.18;3;0;NA;789867;PROM;US;0.000;0.000;0.332
"8113";USA EQUITY;2023-01-31;FXZ US Equity;FIRST TRUST MATERIALS ALPHAD;US;ETFA;;1;NA;NA;56200.00;PROM;;;56733.91;3;0;NA;3188446;PROM;US;0.000;0.000;1.339
"8113";USA EQUITY;2023-01-31;IUCD LN EQUITY;BlackRock Inc;IG;ETFA;;1;NA;NA;1266703.00;PROM;;;7792.51;3;0;NA;9870796;PROM;IG;0.000;11.352;4.146
"8113";USA EQUITY;2023-01-31;IUES LN EQUITY;BlackRock Inc;IG;ETFA;;1;NA;NA;192491.00;PROM;;;6934.90;3;0;NA;1334906;PROM;IG;0.000;1.663;0.561
"8113";USA EQUITY;2023-01-31;IUFS LN EQUITY;iShares S&P 500 Financials Sec;IE;ETFA;;1;NA;NA;1524831.00;PROM;;;8213.71;3;0;NA;12524520;PROM;IE;0.000;1.220;5.260
"8113";USA EQUITY;2023-01-31;IUHC LN EQUITY;BlackRock Inc;IG;ETFA;;1;NA;NA;1811451.00;PROM;;;8175.51;3;0;NA;14809536;PROM;IG;0.000;1.738;6.220
"8113";USA EQUITY;2023-01-31;IUIT LN EQUITY;BlackRock Inc;IG;ETFA;;1;NA;NA;1544907.00;PROM;;;13664.72;3;0;NA;21110722;PROM;IG;0.000;2.908;8.866
"8113";USA EQUITY;2023-01-31;IVV US Equity;iShares Core S&P 500 ETF;US;ETFA;;1;NA;NA;8005.00;PROM;;;328395.57;3;0;NA;2628807;PROM;US;0.000;0.002;1.104
"8113";USA EQUITY;2023-01-31;IWM US EQUITY;Ishares Russell 2000 ETF;US;ETFA;;1;NA;NA;6600.00;PROM;;;154003.53;3;0;NA;1016423;PROM;US;0.000;0.003;0.427
"8113";USA EQUITY;2023-01-31;IYK US EQUITY;iShares US Consumer Goods ETF;US;ETFA;;1;NA;NA;13500.00;PROM;;;159392.21;3;0;NA;2151795;PROM;US;0.000;2.152;0.904
"8113";USA EQUITY;2023-01-31;JVAL US EQUITY;JPMORGAN US VALUE FACTOR ETF;US;ETFA;;1;NA;NA;246688.00;PROM;;;28535.85;3;0;NA;7039452;PROM;US;0.000;7.039;2.957
"8113";USA EQUITY;2023-01-31;KRE US EQUITY;SPDR S&P Regional Banking ET;US;ETFA;;1;NA;NA;37134.00;PROM;;;49961.87;3;0;NA;1855284;PROM;US;0.000;1.855;0.779
"8113";USA EQUITY;2023-01-31;QQQ US EQUITY;Powershares QQQ Trust Series 1;US;ETFA;;1;NA;NA;12525.00;PROM;;;236956.97;3;0;NA;2967886;PROM;US;0.000;0.005;1.247
"8113";USA EQUITY;2023-01-31;VAW US EQUITY;VANGUARD MATERIALS ETF;US;ETFA;;1;NA;NA;21014.00;PROM;;;150183.20;3;0;NA;3155950;PROM;US;0.000;0.209;1.325
"8113";USA EQUITY;2023-01-31;VCR US EQUITY;VANGUARD CONSUMER DISCRETONARY;US;ETFA;;1;NA;NA;45694.00;PROM;;;203418.50;3;0;NA;9295005;PROM;US;0.000;0.399;3.904
"8113";USA EQUITY;2023-01-31;VDC US EQUITY;VANGUARD CONSUMER STAPLE ETF;US;ETFA;;1;NA;NA;64732.00;PROM;;;153826.59;3;0;NA;9957503;PROM;US;0.000;0.239;4.182
"8113";USA EQUITY;2023-01-31;VDE US EQUITY;VANGUARD ENERGY ETF;US;ETFA;;1;NA;NA;87409.00;PROM;;;100438.49;3;0;NA;8779228;PROM;US;0.000;0.369;3.687
"8113";USA EQUITY;2023-01-31;VFH US EQUITY;VANGUARD FINANCIALS ETF;US;ETFA;;1;NA;NA;190074.00;PROM;;;71749.82;3;0;NA;13637775;PROM;US;0.000;0.229;5.728
"8113";USA EQUITY;2023-01-31;VGT US EQUITY;VANGUARD INFORMATION TECHNOLOG;US;ETFA;;1;NA;NA;108594.00;PROM;;;281803.63;3;0;NA;30602183;PROM;US;0.000;0.161;12.853
"8113";USA EQUITY;2023-01-31;VHT US EQUITY;VANGUARD HEALTH CARE ETF;US;ETFA;;1;NA;NA;73800.00;PROM;;;197917.22;3;0;NA;14606291;PROM;US;0.000;0.195;6.135
"8113";USA EQUITY;2023-01-31;VIS US EQUITY;VANGUARD INDUSTRIALS ETF;US;ETFA;;1;NA;NA;108696.00;PROM;;;155073.23;3;0;NA;16855840;PROM;US;0.000;0.622;7.079
"8113";USA EQUITY;2023-01-31;VLUE US EQUITY;BlackRock Inc;IG;ETFA;;1;NA;NA;15865.00;PROM;;;78562.07;3;0;NA;1246387;PROM;IG;0.000;0.035;0.523
"8113";USA EQUITY;2023-01-31;VOX US EQUITY;VANGUARD TELECOMMUNICATION SER;US;ETFA;;1;NA;NA;169322.00;PROM;;;76084.89;3;0;NA;12882846;PROM;US;0.000;0.812;5.411
"8113";USA EQUITY;2023-01-31;VPU US EQUITY;Vanguard Utilities ETF;US;ETFA;;1;NA;NA;41408.00;PROM;;;121398.02;3;0;NA;5026849;PROM;US;0.000;0.154;2.111
"8113";USA EQUITY;2023-01-31;XLC US EQUITY;Communication Services Select;US;ETFA;;1;NA;NA;40800.00;PROM;;;44299.74;3;0;NA;1807429;PROM;US;0.000;0.039;0.759
"8113";USA EQUITY;2023-01-31;XLF US EQUITY;FINANCIAL SELECT SECTOR SPDR F;US;ETFA;;1;NA;NA;28700.00;PROM;;;29404.48;3;0;NA;843909;PROM;US;0.000;0.005;0.354
"8113";USA EQUITY;2023-01-31;XLI US EQUITY;Industrial Select Sector SPDR;US;ETFA;;1;NA;NA;23800.00;PROM;;;81915.92;3;0;NA;1949599;PROM;US;0.000;0.026;0.819
"8113";USA EQUITY;2023-01-31;XLK US EQUITY;Technology Select Sector SPDR;US;ETFA;;1;NA;NA;31800.00;PROM;;;109349.91;3;0;NA;3477327;PROM;US;0.000;0.020;1.460
"8113";USA EQUITY;2023-01-31;XLRE US EQUITY;State Street Global Advisors;US;ETFA;;1;NA;NA;98680.00;PROM;;;32645.73;3;0;NA;3221481;PROM;US;0.000;0.120;1.353
"8113";USA EQUITY;2023-01-31;XLV US EQUITY;Health Care Select Sector SPDR;US;ETFA;;1;NA;NA;22000.00;PROM;;;107258.78;3;0;NA;2359693;PROM;US;0.000;0.018;0.991
"8113";USA EQUITY;2023-01-31;XLY US EQUITY;CONSUMER DISCRETIONARY SELECT;US;ETFA;;1;NA;NA;31100.00;PROM;;;119596.44;3;0;NA;3719449;PROM;US;0.000;0.035;1.562
"8113";USA EQUITY;2023-01-31;CNDX LN EQUITY;BlackRock Inc;IG;ETFA;;1;NA;NA;14581.00;PROM;;;549065.87;3;0;NA;8005929;PROM;IG;0.000;0.310;3.362
"8183";BICE NORTEAMERICA;2023-01-31;SPY US;SPDR TRUST SERIES I;US;ETFA;;1;NA;NA;10032.00;PROM;;;326923.73;3;0;NA;3279699;PROM;US;0.000;0.000;6.209
"8183";BICE NORTEAMERICA;2023-01-31;GSUICCL LX;GS US CORE EQUITY PT I ACC CL;LU;CFME;;1;NA;NA;2741716.95;PROM;;;17525.26;3;0;NA;48049302;PROM;LU;0.000;0.000;90.966
"8189";US MID CAP ;2023-01-31;FOLESCI LX;Bnp Paribas Funds Us Small Cap;LU;CFME;;1;NA;NA;60.63;PROM;;;315720.11;3;0;NA;19142;PROM;US;0.000;0.003;0.084
"8189";US MID CAP ;2023-01-31;IJH US;Ishares S&P Midcap 400 Index F;US;ETFA;;1;NA;NA;13100.00;PROM;;;212563.16;3;0;NA;2784577;PROM;US;0.000;0.006;12.185
"8189";US MID CAP ;2023-01-31;IVV US;Ishares Core S&P 500 Etf;US;ETFA;;1;NA;NA;9000.00;PROM;;;328395.57;3;0;NA;2955560;PROM;US;0.000;0.001;12.934
"8189";US MID CAP ;2023-01-31;IWR US;Ishares Russell Mid-Cap Etf;US;ETFA;;1;NA;NA;51000.00;PROM;;;58752.65;3;0;NA;2996385;PROM;US;0.000;0.015;13.112
"8189";US MID CAP ;2023-01-31;JPMSCCU LX;Jpmorgan Funds - Us Small Cap;LU;CFME;;1;NA;NA;10.77;PROM;;;228182.28;3;0;NA;2458;PROM;US;0.000;0.001;0.011
"8189";US MID CAP ;2023-01-31;CSPX LN;Ishares Core S&P 500 Ucits Etf;IE;ETFA;;1;NA;NA;11000.00;PROM;;;336776.16;3;0;NA;3704538;PROM;US;0.000;0.009;16.211
"8189";US MID CAP ;2023-01-31;LMSCPAU ID;Legg Mason Global Funds Plc Ro;IE;CFME;;1;NA;NA;26.26;PROM;;;285358.54;3;0;NA;7494;PROM;US;0.000;0.002;0.033
"8189";US MID CAP ;2023-01-31;MDY US;Spdr S&P Midcap 400 Etf;US;ETFA;;1;NA;NA;4880.00;PROM;;;389070.45;3;0;NA;1898664;PROM;US;0.000;0.014;8.309
"8189";US MID CAP ;2023-01-31;RUSOEIU LX;Robeco Us Select Opportunities;LU;CFME;;1;NA;NA;11872.80;PROM;;;311192.02;3;0;NA;3694721;PROM;US;0.000;0.691;16.168
"8189";US MID CAP ;2023-01-31;SPY4 LN;Spdr S&P 400 U S  Mid Cap Ucit;IE;ETFA;;1;NA;NA;24300.00;PROM;;;63409.44;3;0;NA;1540849;PROM;US;0.000;0.189;6.743
"8189";US MID CAP ;2023-01-31;THASCIU LX;Threadneedle Lux - American Sm;LU;CFME;;1;NA;NA;300.00;PROM;;;13959.89;3;0;NA;4188;PROM;US;0.000;0.002;0.018
"8205";ACCIONES USA;2023-01-31;IVV US;ISHARES S&P 500 INDEX FUND;US;ETFA;;1;NA;ISHARES S&P 500 INDEX FUND;4100.00;CA;;;328395.57;3;0;NA;1346422;PROM;US;0.029;0.000;9.711
"8205";ACCIONES USA;2023-01-31;JPMUSEC LX;JPM INV-JPM US SELECT EQ-C;LU;CFME;;1;NA;JPM INV-JPM US SELECT EQ-C;5279.95;PROM;;;456396.73;3;0;NA;2409752;PROM;US;0.037;0.000;17.379
"8205";ACCIONES USA;2023-01-31;MOAT US;MARKET VECTORS WIDE MOAT ETF;US;ETFA;;1;NA;MARKET VECTORS WIDE MOAT ETF;33241.00;CA;;;58386.71;3;0;NA;1940833;PROM;US;0.041;0.000;13.997
"8205";ACCIONES USA;2023-01-31;MORAMFZ LX;MORGAN ST-US ADVANTAGE-ZUSD;LU;CFME;;1;NA;MORGAN ST-US ADVANTAGE-ZUSD;4699.86;PROM;;;74838.25;3;0;NA;351729;PROM;US;0.000;0.000;2.537
"8205";ACCIONES USA;2023-01-31;QQQ US;Invesco QQQ Trust Series 1;US;ETFA;;1;NA;Invesco QQQ Trust Series 1;2300.00;CA;;;236956.97;3;0;NA;545001;PROM;US;0.000;0.000;3.931
"8205";ACCIONES USA;2023-01-31;SPY US;SPDR S&P500 ETF Trust;US;ETFA;;1;NA;SPDR S&P500 ETF Trust;2437.00;CA;;;326923.73;3;0;NA;796713;PROM;US;0.036;0.000;5.746
"8205";ACCIONES USA;2023-01-31;UCAP LN;OSSIAM SHILLER BRLY CAPE USD;LU;ETFA;;1;NA;OSSIAM SHILLER BRLY CAPE USD;840.00;CA;;;879966.77;3;0;NA;739172;PROM;US;0.009;0.000;5.331
"8205";ACCIONES USA;2023-01-31;VOO US;Vanguard S&P 500 ETF;US;ETFA;;1;NA;Vanguard S&P 500 ETF;7000.00;CA;;;300350.32;3;0;NA;2102452;PROM;US;0.001;0.000;15.163
"8205";ACCIONES USA;2023-01-31;VTV US;VANGUARD VALUE ETF;US;ETFA;;1;NA;VANGUARD VALUE ETF;4700.00;CA;;;116041.52;3;0;NA;545395;PROM;US;0.002;0.000;3.933
"8205";ACCIONES USA;2023-01-31;XLF US;FINANCIAL SELECT SECTOR;US;ETFA;;1;NA;FINANCIAL SELECT SECTOR;28000.00;CA;;;29404.48;3;0;NA;823325;PROM;US;0.005;0.000;5.938
"8205";ACCIONES USA;2023-01-31;FDL US;FIRST TRUST MORN DVD LEAD IN;US;ETFA;;1;NA;FIRST TRUST MORN DVD LEAD IN;36800.00;PROM;;;30530.47;3;0;NA;1123521;PROM;US;0.637;0.000;8.103
"8205";ACCIONES USA;2023-01-31;INVAMEI LX;"91GSF-AMER FRANCH F-I IN USD";LU;CFME;;1;A;"91GSF-AMER FRANCH F-I IN USD";18416.73;PROM;;;41573.23;3;0;NA;765643;PROM;US;0.000;0.000;5.522
"8300";U.S. DOLLAR;2023-01-31;INAMEIA LN;Ninety One Funds Series Ii - A;GB;CFME;;1;NA;NA;60000.00;GBP;;;5.52;3;0;NA;331;GBP;US;0.000;0.000;0.608
"8300";U.S. DOLLAR;2023-01-31;IVV US;Ishares Core S&P 500 Etf;US;ETFA;;1;NA;NA;23400.00;PROM;;;408.31;3;0;NA;9554;PROM;US;0.000;0.000;17.552
"8300";U.S. DOLLAR;2023-01-31;IYR US;Ishares U S  Real Estate Etf;US;ETFA;;1;NA;NA;2800.00;PROM;;;92.59;3;0;NA;259;PROM;US;0.000;0.000;0.476
"8300";U.S. DOLLAR;2023-01-31;JPUSGIU LX;Jpmorgan Funds - Us Growth Fun;LU;CFME;;1;NA;NA;5900.00;PROM;;;354.11;3;0;NA;2089;PROM;US;0.000;0.000;3.838
"8300";U.S. DOLLAR;2023-01-31;JPUSSIU LX;Jpmorgan Investment Funds - Us;LU;CFME;;1;NA;NA;8567.35;PROM;;;378.82;3;0;NA;3245;PROM;US;0.000;0.000;5.961
"8300";U.S. DOLLAR;2023-01-31;JPUVIAU LX;Jpmorgan Funds - Us Value Fund;LU;CFME;;1;NA;NA;12479.64;PROM;;;310.46;3;0;NA;3874;PROM;US;0.000;0.000;7.117
"8300";U.S. DOLLAR;2023-01-31;MORAMFZ LX;Morgan St-Us Advantage-Zusd;LU;CFME;;1;NA;NA;102.50;PROM;;;93.05;3;0;NA;10;PROM;US;0.000;0.000;0.018
"8300";U.S. DOLLAR;2023-01-31;PIMSISA ID;Pimco Gis Stocksplus Fund;IE;CFME;;1;NA;NA;32451.35;PROM;;;49.21;3;0;NA;1597;PROM;US;0.000;0.000;2.934
"8300";U.S. DOLLAR;2023-01-31;SPYG US;Spdr S&P 500 Growth Etf;US;ETFA;;1;NA;NA;121700.00;PROM;;;53.51;3;0;NA;6512;PROM;US;0.000;0.000;11.963
"8300";U.S. DOLLAR;2023-01-31;TEMTIAU LX;Franklin Templeton Investment;LU;CFME;;1;NA;NA;38200.00;PROM;;;42.46;3;0;NA;1622;PROM;US;0.000;0.000;2.980
"8300";U.S. DOLLAR;2023-01-31;TRPSCEI LX;T Rowe Price Funds Sicav - Us;LU;CFME;;1;NA;NA;78.81;PROM;;;97.29;3;0;NA;8;PROM;US;0.000;0.000;0.015
"8300";U.S. DOLLAR;2023-01-31;VDE US;Vanguard Energy Index Fund;US;ETFA;;1;NA;NA;8200.00;PROM;;;124.88;3;0;NA;1024;PROM;US;0.000;0.000;1.881
"8300";U.S. DOLLAR;2023-01-31;VGT US;Vanguard Information Technolog;US;ETFA;;1;NA;NA;5850.00;PROM;;;350.38;3;0;NA;2050;PROM;US;0.000;0.000;3.766
"8300";U.S. DOLLAR;2023-01-31;BGFAMBA LN;Baillie Gifford Overseas Growt;GB;CFME;;1;NA;NA;715.90;GBP;;;12.77;3;0;NA;9;GBP;US;0.000;0.000;0.017
"8300";U.S. DOLLAR;2023-01-31;CSPX LN;Ishares Core S&P 500 Ucits Etf;IE;ETFA;;1;NA;NA;12200.00;PROM;;;418.73;3;0;NA;5109;PROM;US;0.000;0.000;9.386
"8300";U.S. DOLLAR;2023-01-31;VHT US;Vanguard Health Care;US;ETFA;;1;NA;NA;5721.00;PROM;;;246.08;3;0;NA;1408;PROM;US;0.000;0.000;2.587
"8300";U.S. DOLLAR;2023-01-31;VLUE US;Ishares Msci Usa Value Factor;US;ETFA;;1;NA;NA;3100.00;PROM;;;97.68;3;0;NA;303;PROM;US;0.000;0.000;0.557
"8300";U.S. DOLLAR;2023-01-31;VONUSEG LX;Vontobel Fund - Us Equity;LU;CFME;;1;NA;NA;22387.32;PROM;;;213.69;3;0;NA;4784;PROM;US;0.000;0.000;8.789
"8300";U.S. DOLLAR;2023-01-31;VOX US;Vanguard Telecommunication Ser;US;ETFA;;1;NA;NA;13926.00;PROM;;;94.60;3;0;NA;1317;PROM;US;0.000;0.000;2.419
"8300";U.S. DOLLAR;2023-01-31;XLF US;Financial Select Sector Spdr F;US;ETFA;;1;NA;NA;48000.00;PROM;;;36.56;3;0;NA;1755;PROM;US;0.000;0.000;3.224
"8300";U.S. DOLLAR;2023-01-31;XLI US;Industrial Select Sector Spdr;US;ETFA;;1;NA;NA;10200.00;PROM;;;101.85;3;0;NA;1039;PROM;US;0.000;0.000;1.909
"8300";U.S. DOLLAR;2023-01-31;XLY US;Consumer Discretionary Select;US;ETFA;;1;NA;NA;6100.00;PROM;;;148.70;3;0;NA;907;PROM;US;0.000;0.000;1.666
"8437";ESTADOS UNIDOS;2023-01-31;ETFA VDE;Vanguard Energy ETF;US;ETFA;;1;NA;NA;23620.00;PROM;;;124.88;3;0;NA;2950;PROM;US;0.000;0.000;1.920
"8437";ESTADOS UNIDOS;2023-01-31;ETF VUG;VANGUARD GROWTH ETF;US;ETFA;;1;NA;NA;56849.00;PROM;;;235.24;3;0;NA;13373;PROM;US;0.000;0.000;8.702
"8437";ESTADOS UNIDOS;2023-01-31;ETF XLB;MATERIALS SELEC SECTOR SPDR TR;US;ETFA;;1;NA;NA;17886.00;PROM;;;84.65;3;0;NA;1514;PROM;US;0.000;0.000;0.985
"8437";ESTADOS UNIDOS;2023-01-31;ETF XLP;CONSUMER STAPLES SELECT SECTOR;US;ETFA;;1;NA;NA;60866.00;PROM;;;73.74;3;0;NA;4488;PROM;US;0.000;0.000;2.921
"8437";ESTADOS UNIDOS;2023-01-31;ETFA IVV;ISHARES S&P 500 INDEX FUND;US;ETFA;;1;NA;NA;50234.00;PROM;;;408.31;3;0;NA;20511;PROM;US;0.000;0.000;13.347
"8437";ESTADOS UNIDOS;2023-01-31;ETFA IYW;BARCLAYS IYW-I SHARES TECHNOLO;US;ETFA;;1;NA;NA;38799.00;PROM;;;82.69;3;0;NA;3208;PROM;US;0.000;0.000;2.088
"8437";ESTADOS UNIDOS;2023-01-31;ETFA USMV;ISHARES MIN VOL;US;ETFA;;1;NA;NA;61925.00;PROM;;;73.20;3;0;NA;4533;PROM;US;0.000;0.000;2.950
"8437";ESTADOS UNIDOS;2023-01-31;ETF VTV;VANGUARD VTV;US;ETFA;;1;NA;NA;20784.00;PROM;;;144.28;3;0;NA;2999;PROM;US;0.000;0.000;1.952
"8437";ESTADOS UNIDOS;2023-01-31;ETF VBR;VANGUARD SMALL-CAP VALUE ETF;US;ETFA;;1;NA;NA;48822.00;PROM;;;173.21;3;0;NA;8456;PROM;US;0.000;0.000;5.503
"8437";ESTADOS UNIDOS;2023-01-31;CFME JPUGC;JPMORGAN FUNDS - US GROWTH FUN;LU;CFME;;1;NA;NA;179318.36;PROM;;;52.09;3;0;NA;9341;PROM;LU;0.574;0.000;6.079
"8437";ESTADOS UNIDOS;2023-01-31;ETFA ESGU;ISHARES ESG AWARE MSCI USA ETF;US;ETFA;;1;NA;NA;42379.00;PROM;;;90.24;3;0;NA;3824;PROM;US;0.000;0.000;2.488
"8437";ESTADOS UNIDOS;2023-01-31;ETFA IHE;ISHARES U.S. PHARMACEUTICALS E;US;ETFA;;1;NA;NA;9268.00;PROM;;;185.56;3;0;NA;1720;PROM;US;0.000;0.000;1.119
"8437";ESTADOS UNIDOS;2023-01-31;CFME CALOI;Candriam Equities L Oncology I;LU;CFME;;1;NA;NA;381.07;PROM;;;2671.01;3;0;NA;1018;PROM;LU;0.051;0.000;0.662
"8437";ESTADOS UNIDOS;2023-01-31;CFME NELVI;Neuberger Berman US Large Cap;IE;CFME;;1;NA;NA;1502317.70;PROM;;;10.42;3;0;NA;15654;PROM;IE;0.855;0.000;10.187
"8437";ESTADOS UNIDOS;2023-01-31;ETFA DGRW;WISDOMTREE US QUALITY DIVIDEND;US;ETFA;;1;NA;NA;98253.00;PROM;;;62.42;3;0;NA;6133;PROM;US;0.000;0.000;3.991
"8437";ESTADOS UNIDOS;2023-01-31;ETFA CSPX;ISHARES CORE S&P 500 UCITS ETF;IE;ETFA;;1;NA;NA;95702.00;PROM;;;418.73;3;0;NA;40073;PROM;US;0.000;0.000;26.077
"8437";ESTADOS UNIDOS;2023-01-31;ETFA IYH;ISHARE U.S. HEALTHCARE ETF;US;ETFA;;1;NA;NA;10687.00;PROM;;;279.76;3;0;NA;2990;PROM;US;0.000;0.000;1.946
"8437";ESTADOS UNIDOS;2023-01-31;ETFA IWO;ISHARES RUSSELL 2000 GROWTH;US;ETFA;;1;NA;NA;29208.00;PROM;;;235.96;3;0;NA;6892;PROM;US;0.000;0.000;4.485
"8458";EUROAMERICA USA;2023-01-31;XLF;FINANCIAL SELECT SECTOR SPDR;US;ETFA;;1;NA;NA;200271.00;CA;;;29404.48;3;0;NA;5888865;PROM;US;0.037;0.000;5.455
"8458";EUROAMERICA USA;2023-01-31;XLI;INDUSTRIAL SELECT SECT SPDR;US;ETFA;;1;NA;NA;59965.00;CA;;;81915.92;3;0;NA;4912088;PROM;US;0.075;0.000;4.550
"8458";EUROAMERICA USA;2023-01-31;XLK;Technology Select Sector SPDR;US;ETFA;;1;NA;NA;195554.00;CA;;;109349.91;3;0;NA;21383812;PROM;US;0.136;0.000;19.808
"8458";EUROAMERICA USA;2023-01-31;XLP;CONSUMER STAPLES SPDR;US;ETFA;;1;NA;NA;50521.00;CA;;;59307.61;3;0;NA;2996280;PROM;US;0.028;0.000;2.775
"8458";EUROAMERICA USA;2023-01-31;XLRE;REAL ESTATE SELECT SECTOR SPDR;US;ETFA;;1;NA;NA;32030.00;CA;;;32645.73;3;0;NA;1045643;PROM;US;0.038;0.000;0.969
"8458";EUROAMERICA USA;2023-01-31;XLU;UTILITIES SELECT SECTOR SPDR;US;ETFA;;1;NA;NA;22489.00;CA;;;55567.71;3;0;NA;1249662;PROM;US;0.016;0.000;1.158
"8458";EUROAMERICA USA;2023-01-31;XLV;HEALT CARE SELECT SECTOR;US;ETFA;;1;NA;NA;57341.00;CA;;;107258.78;3;0;NA;6150326;PROM;US;0.000;0.000;5.697
"8458";EUROAMERICA USA;2023-01-31;XLY;CONSUMER DISCRETIONARY SELT;US;ETFA;;1;NA;NA;74994.00;CA;;;119596.44;3;0;NA;8969015;PROM;US;0.091;0.000;8.308
"8458";EUROAMERICA USA;2023-01-31;CSPX;ISHARES CORE S&P 500;IE;ETFA;;1;AAA;NA;16823.00;CA;;;336776.16;3;0;NA;5665585;PROM;IE;0.000;0.000;5.248
