"fecha";"Run Fondo";"serie";"1M";"3M";"6M";"1Y";"ytd"
2023-01-31;"8078";B;-0.68%;"12.65%";"14.15%";"2.52%";-0.69%
2023-02-01;"8078";B;"0.21%";"13.66%";"15.17%";"5.35%";"0.21%"
2023-02-02;"8078";B;"0.06%";"13.49%";"14.68%";"8.13%";"0.06%"
2023-02-03;"8078";B;-0.94%;"11.38%";"19.01%";"6.23%";-0.94%
2023-02-04;"8078";B;"0.81%";"9.81%";"18.62%";"8.06%";-0.94%
2023-02-05;"8078";B;-0.57%;"9.81%";"21.09%";"8.05%";-0.94%
2023-02-06;"8078";B;-0.18%;"9.81%";"21.09%";"8.05%";-0.94%
2023-02-07;"8078";B;-0.33%;"9.65%";"20.91%";"7.89%";-1.09%
2023-02-08;"8078";B;"1.83%";"10.60%";"23.52%";"10.04%";"1.05%"
2023-02-09;"8078";B;"2.59%";"7.32%";"21.61%";"13.48%";"1.81%"
2023-02-10;"8078";B;"2.04%";"13.51%";"22.23%";"6.94%";"1.38%"
2023-02-11;"8078";B;"2.35%";"15.56%";"21.46%";"3.68%";"1.38%"
2023-02-12;"8078";B;"2.63%";"15.56%";"24.36%";"3.67%";"1.38%"
2023-02-13;"8078";B;"3.87%";"15.56%";"24.36%";"3.67%";"1.38%"
2023-02-14;"8078";B;"4.31%";"16.04%";"24.88%";"4.11%";"1.81%"
2023-02-15;"8078";B;"3.33%";"14.18%";"23.70%";"3.58%";"0.85%"
2023-02-16;"8078";B;"4.80%";"15.82%";"25.47%";"4.38%";"2.29%"
2023-02-17;"8078";B;"6.79%";"23.04%";"30.24%";"2.71%";"4.23%"
2023-02-18;"8078";B;"2.65%";"26.54%";"36.93%";-0.74%;"4.23%"
2023-02-19;"8078";B;"4.35%";"26.54%";"42.07%";-0.74%;"4.23%"
2023-02-20;"8078";B;"4.87%";"26.54%";"42.07%";-0.74%;"4.23%"
2023-02-21;"8078";B;"6.27%";"28.22%";"43.97%";"0.58%";"5.62%"
2023-02-22;"8078";B;"6.96%";"28.29%";"44.90%";-1.55%;"6.30%"
2023-02-23;"8078";B;"5.05%";"25.42%";"35.68%";-8.20%;"4.41%"
2023-02-24;"8078";B;"1.23%";"20.11%";"30.23%";-5.19%;"2.56%"
2023-02-25;"8078";B;"0.28%";"21.09%";"31.92%";-1.13%;"2.56%"
2023-02-26;"8078";B;"2.26%";"21.09%";"23.58%";-1.13%;"2.56%"
2023-02-27;"8078";B;"3.38%";"21.09%";"23.57%";-1.13%;"2.56%"
2023-02-28;"8078";B;"4.44%";"22.33%";"24.85%";-0.11%;"3.62%"
2023-03-01;"8078";B;"7.89%";"25.89%";"27.55%";"3.72%";"8.12%"
2023-03-02;"8078";B;"7.81%";"23.63%";"22.50%";"6.99%";"7.88%"
2023-03-03;"8078";B;"7.87%";"22.45%";"21.33%";"3.42%";"6.85%"
2023-03-04;"8078";B;"7.87%";"22.45%";"21.33%";"3.73%";"6.85%"
2023-03-05;"8078";B;"7.87%";"22.45%";"21.33%";"3.73%";"6.85%"
2023-03-06;"8078";B;"7.87%";"18.17%";"26.21%";"3.73%";"6.85%"
2023-03-07;"8078";B;"11.72%";"19.41%";"33.00%";"7.27%";"10.50%"
2023-03-08;"8078";B;"8.99%";"19.01%";"33.79%";"4.93%";"10.13%"
2023-03-09;"8078";B;"11.09%";"22.21%";"43.13%";"9.27%";"13.09%"
2023-03-10;"8078";B;"17.00%";"28.19%";"50.12%";"15.98%";"18.62%"
2023-03-11;"8078";B;"17.00%";"28.18%";"50.12%";"12.98%";"18.61%"
2023-03-12;"8078";B;"17.00%";"28.18%";"50.12%";"12.97%";"18.61%"
2023-03-13;"8078";B;"17.00%";"31.50%";"43.45%";"12.97%";"18.61%"
2023-03-14;"8078";B;"14.07%";"28.61%";"41.15%";"10.61%";"16.13%"
2023-03-15;"8078";B;"11.99%";"22.34%";"36.91%";"12.07%";"12.94%"
2023-03-16;"8078";B;"5.36%";"16.45%";"30.64%";"8.13%";"7.77%"
2023-03-17;"8078";B;"3.00%";"16.00%";"30.13%";"10.05%";"7.36%"
2023-03-18;"8078";B;"3.00%";"16.00%";"30.13%";"14.05%";"7.35%"
2023-03-19;"8078";B;"3.00%";"16.00%";"30.13%";"14.04%";"7.35%"
2023-03-20;"8078";B;"3.00%";"15.92%";"30.13%";"14.04%";"7.35%"
2023-03-21;"8078";B;"0.58%";"14.77%";"28.55%";"12.86%";"6.24%"
2023-03-22;"8078";B;"1.90%";"11.64%";"28.48%";"15.75%";"8.32%"
2023-03-23;"8078";B;"7.28%";"18.03%";"34.31%";"17.97%";"12.02%"
2023-03-24;"8078";B;"7.87%";"16.58%";"32.66%";"17.07%";"10.64%"
2023-03-25;"8078";B;"7.88%";"16.58%";"32.66%";"17.60%";"10.64%"
2023-03-26;"8078";B;"7.88%";"16.58%";"32.66%";"17.60%";"10.64%"
2023-03-27;"8078";B;"7.88%";"15.21%";"31.11%";"17.60%";"10.64%"
2023-03-28;"8078";B;"9.18%";"10.86%";"34.27%";"20.25%";"13.14%"
2023-03-29;"8078";B;"8.92%";"13.66%";"29.13%";"22.63%";"12.87%"
2023-03-30;"8078";B;"7.99%";"11.90%";"23.45%";"23.97%";"11.90%"
2023-03-31;"8078";B;"5.57%";"9.39%";"20.69%";"18.20%";"9.39%"
2023-04-01;"8078";B;"1.18%";"9.39%";"20.68%";"16.27%";"9.39%"
2023-04-02;"8078";B;"1.40%";"9.39%";"20.68%";"16.26%";"9.39%"
2023-04-03;"8078";B;"2.38%";"9.39%";"20.68%";"16.26%";"9.39%"
2023-04-04;"8078";B;"0.70%";"9.50%";"20.34%";"14.35%";"7.60%"
2023-04-05;"8078";B;"1.59%";"8.95%";"24.41%";"14.59%";"8.55%"
2023-04-06;"8078";B;"0.45%";"8.16%";"22.22%";"13.54%";"7.34%"
2023-04-07;"8078";B;-2.86%;"8.16%";"16.15%";"17.83%";"7.34%"
2023-04-08;"8078";B;-2.54%;"8.16%";"16.15%";"19.36%";"7.34%"
2023-04-09;"8078";B;-5.09%;"8.16%";"16.15%";"19.35%";"7.34%"
2023-04-10;"8078";B;-9.51%;"8.04%";"16.15%";"19.35%";"7.34%"
2023-04-11;"8078";B;-7.80%;"10.41%";"18.35%";"21.61%";"9.37%"
2023-04-12;"8078";B;-5.37%;"13.63%";"20.97%";"20.36%";"12.25%"
2023-04-13;"8078";B;-5.02%;"15.43%";"27.86%";"21.51%";"12.66%"
2023-04-14;"8078";B;-3.98%;"14.25%";"26.46%";"21.69%";"11.51%"
2023-04-15;"8078";B;-1.26%;"14.25%";"26.46%";"21.68%";"11.51%"
2023-04-16;"8078";B;"3.47%";"14.25%";"26.46%";"21.68%";"11.51%"
2023-04-17;"8078";B;"3.87%";"14.26%";"26.46%";"21.68%";"11.51%"
2023-04-18;"8078";B;"5.08%";"11.10%";"32.89%";"23.09%";"12.81%"
2023-04-19;"8078";B;"4.93%";"12.78%";"32.51%";"25.79%";"12.64%"
2023-04-20;"8078";B;"7.14%";"15.73%";"32.07%";"28.40%";"15.02%"
2023-04-21;"8078";B;"7.14%";"14.52%";"36.56%";"25.05%";"13.82%"
2023-04-22;"8078";B;"5.07%";"14.52%";"36.55%";"22.90%";"13.82%"
2023-04-23;"8078";B;"1.61%";"14.52%";"36.55%";"22.90%";"13.82%"
2023-04-24;"8078";B;"2.87%";"12.34%";"36.55%";"22.90%";"13.82%"
2023-04-25;"8078";B;"5.63%";"14.27%";"40.87%";"26.19%";"16.87%"
2023-04-26;"8078";B;"9.45%";"20.75%";"39.25%";"25.21%";"21.10%"
2023-04-27;"8078";B;"7.83%";"20.25%";"33.58%";"22.75%";"19.30%"
2023-04-28;"8078";B;"2.75%";"17.18%";"31.86%";"26.66%";"16.25%"
2023-04-29;"8078";B;"3.00%";"17.18%";"31.86%";"19.23%";"16.25%"
2023-04-30;"8078";B;"3.89%";"17.18%";"31.86%";"19.23%";"16.25%"
2023-05-01;"8078";B;"6.27%";"16.01%";"31.86%";"19.23%";"16.25%"
2023-05-02;"8078";B;"6.27%";"16.18%";"31.86%";"19.23%";"16.25%"
2023-05-03;"8078";B;"8.30%";"19.60%";"33.21%";"21.70%";"18.47%"
2023-05-04;"8078";B;"13.67%";"23.47%";"35.58%";"32.09%";"22.30%"
2023-05-05;"8078";B;"11.08%";"21.72%";"33.67%";"25.85%";"20.58%"
2023-05-06;"8078";B;"12.33%";"21.72%";"33.67%";"20.76%";"20.58%"
2023-05-07;"8078";B;"12.33%";"21.91%";"33.67%";"20.76%";"20.58%"
2023-05-08;"8078";B;"12.33%";"19.32%";"31.98%";"20.76%";"20.58%"
2023-05-09;"8078";B;"13.20%";"19.35%";"28.09%";"21.69%";"21.51%"
2023-05-10;"8078";B;"13.60%";"20.28%";"36.53%";"21.91%";"21.94%"
2023-05-11;"8078";B;"9.46%";"18.09%";"36.46%";"14.71%";"19.72%"
2023-05-12;"8078";B;"9.23%";"20.94%";"39.75%";"17.45%";"22.60%"
2023-05-13;"8078";B;"8.82%";"20.94%";"39.75%";"21.01%";"22.61%"
2023-05-14;"8078";B;"9.95%";"20.43%";"39.75%";"21.00%";"22.61%"
2023-05-15;"8078";B;"9.95%";"21.57%";"38.82%";"21.00%";"22.61%"
2023-05-16;"8078";B;"7.38%";"17.07%";"35.59%";"18.18%";"19.75%"
2023-05-17;"8078";B;"5.26%";"12.61%";"38.56%";"18.08%";"17.38%"
2023-05-18;"8078";B;"2.40%";"10.83%";"40.24%";"9.32%";"15.51%"
2023-05-19;"8078";B;"1.46%";"9.65%";"38.75%";"3.42%";"14.28%"
2023-05-20;"8078";B;-0.64%;"9.65%";"38.75%";"1.71%";"14.29%"
2023-05-21;"8078";B;"0.41%";"8.21%";"38.75%";"1.70%";"14.29%"
2023-05-22;"8078";B;"0.41%";"7.51%";"37.93%";"1.70%";"14.29%"
2023-05-23;"8078";B;"1.50%";"10.64%";"38.77%";"2.80%";"15.52%"
2023-05-24;"8078";B;"1.73%";"12.89%";"35.60%";"2.70%";"15.78%"
2023-05-25;"8078";B;-2.34%;"11.28%";"34.75%";"3.46%";"14.14%"
2023-05-26;"8078";B;-6.74%;"10.11%";"33.33%";"4.93%";"12.94%"
2023-05-27;"8078";B;-5.34%;"10.12%";"33.33%";"7.78%";"12.94%"
2023-05-28;"8078";B;-2.85%;"8.99%";"33.33%";"7.77%";"12.94%"
2023-05-29;"8078";B;-2.85%;"8.99%";"29.04%";"7.77%";"12.94%"
2023-05-30;"8078";B;-4.06%;"7.64%";"29.64%";"6.44%";"11.54%"
2023-05-31;"8078";B;-4.88%;"6.71%";"28.53%";"4.11%";"10.57%"
2023-06-01;"8078";B;-4.11%;"3.11%";"29.80%";"4.04%";"11.48%"
2023-06-02;"8078";B;-5.08%;"2.29%";"26.46%";"2.64%";"10.35%"
2023-06-03;"8078";B;-6.85%;"3.27%";"26.46%";"0.45%";"10.35%"
2023-06-04;"8078";B;-9.77%;"3.27%";"26.46%";"0.45%";"10.35%"
2023-06-05;"8078";B;-8.48%;"3.27%";"26.46%";"0.45%";"10.35%"
2023-06-06;"8078";B;-8.66%;"3.07%";"21.80%";"0.25%";"10.13%"
2023-06-07;"8078";B;-7.40%;"1.05%";"20.66%";"5.35%";"11.66%"
2023-06-08;"8078";B;-6.83%;"2.00%";"21.40%";"3.08%";"12.34%"
2023-06-09;"8078";B;-7.44%;-0.55%;"21.54%";"0.49%";"12.47%"
2023-06-10;"8078";B;-7.77%;-5.18%;"21.54%";-3.19%;"12.47%"
2023-06-11;"8078";B;-6.05%;-5.18%;"21.54%";-3.20%;"12.47%"
2023-06-12;"8078";B;-8.27%;-5.18%;"21.54%";-3.20%;"12.47%"
2023-06-13;"8078";B;-9.29%;-6.24%;"23.30%";-4.28%;"11.22%"
2023-06-14;"8078";B;-8.65%;-3.56%;"24.03%";-4.01%;"12.00%"
2023-06-15;"8078";B;-9.49%;-1.75%;"20.20%";-3.62%;"10.97%"
2023-06-16;"8078";B;-6.78%;"3.58%";"20.62%";-7.14%;"11.64%"
2023-06-17;"8078";B;-4.89%;"3.99%";"20.63%";-6.08%;"11.64%"
2023-06-18;"8078";B;-3.35%;"3.99%";"20.63%";-6.08%;"11.64%"
2023-06-19;"8078";B;-2.32%;"3.99%";"20.63%";-6.08%;"11.64%"
2023-06-20;"8078";B;-2.82%;"3.45%";"19.92%";-6.57%;"11.06%"
2023-06-21;"8078";B;-2.82%;"4.54%";"19.98%";-6.57%;"11.06%"
2023-06-22;"8078";B;-2.82%;"2.53%";"14.47%";-6.57%;"11.06%"
2023-06-23;"8078";B;-3.62%;-0.60%;"17.31%";-2.18%;"11.34%"
2023-06-24;"8078";B;-3.84%;"0.63%";"17.32%";"6.02%";"11.34%"
2023-06-25;"8078";B;-2.45%;"0.63%";"17.32%";"6.01%";"11.34%"
2023-06-26;"8078";B;-1.41%;"0.63%";"17.32%";"6.01%";"11.34%"
2023-06-27;"8078";B;-1.41%;"0.63%";"15.93%";"6.01%";"11.34%"
2023-06-28;"8078";B;-2.16%;-2.34%;"8.27%";"5.21%";"10.50%"
2023-06-29;"8078";B;-3.24%;-3.18%;"10.05%";"5.45%";"9.28%"
2023-06-30;"8078";B;-3.71%;-4.03%;"7.39%";"4.10%";"7.39%"
2023-07-01;"8078";B;-3.66%;-1.82%;"7.40%";"6.55%";"7.40%"
2023-07-02;"8078";B;-2.68%;-1.82%;"7.40%";"6.55%";"7.40%"
2023-07-03;"8078";B;-2.68%;-1.82%;"7.40%";"6.55%";"7.40%"
2023-07-04;"8078";B;-2.00%;"0.51%";"10.06%";"7.29%";"8.14%"
2023-07-05;"8078";B;-1.94%;-0.31%;"8.61%";"12.03%";"8.21%"
2023-07-06;"8078";B;-2.31%;"0.23%";"8.41%";"18.72%";"7.59%"
2023-07-07;"8078";B;-3.34%;"0.55%";"8.75%";"19.38%";"7.92%"
2023-07-08;"8078";B;-3.93%;"0.55%";"8.76%";"21.21%";"7.93%"
2023-07-09;"8078";B;-4.04%;"0.55%";"8.76%";"21.21%";"7.93%"
2023-07-10;"8078";B;-4.04%;"0.55%";"8.63%";"21.21%";"7.93%"
2023-07-11;"8078";B;-6.23%;-3.57%;"6.47%";"18.44%";"5.46%"
2023-07-12;"8078";B;-6.60%;-6.41%;"6.34%";"20.61%";"5.05%"
2023-07-13;"8078";B;-6.28%;-7.49%;"6.79%";"18.05%";"4.23%"
2023-07-14;"8078";B;-8.37%;-7.97%;"5.15%";"22.80%";"2.63%"
2023-07-15;"8078";B;-7.51%;-7.96%;"5.15%";"13.46%";"2.63%"
2023-07-16;"8078";B;-8.06%;-7.96%;"5.15%";"13.46%";"2.63%"
2023-07-17;"8078";B;-8.07%;-7.96%;"5.16%";"13.46%";"2.63%"
2023-07-18;"8078";B;-8.11%;-9.07%;"1.03%";"13.40%";"2.58%"
2023-07-19;"8078";B;-8.11%;-8.93%;"2.70%";"14.74%";"2.58%"
2023-07-20;"8078";B;-5.76%;-9.01%;"5.30%";"16.71%";"4.66%"
2023-07-21;"8078";B;-8.62%;-10.83%;"2.12%";"17.08%";"1.49%"
2023-07-22;"8078";B;-8.62%;-10.83%;"2.12%";"17.33%";"1.49%"
2023-07-23;"8078";B;-8.84%;-10.83%;"2.12%";"17.32%";"1.49%"
2023-07-24;"8078";B;-8.85%;-10.83%;"0.17%";"17.32%";"1.49%"
2023-07-25;"8078";B;-9.79%;-14.06%;-1.80%;"16.10%";"0.44%"
2023-07-26;"8078";B;-9.11%;-16.43%;"0.91%";"10.09%";"1.20%"
2023-07-27;"8078";B;-8.89%;-14.97%;"2.25%";"13.93%";"1.44%"
2023-07-28;"8078";B;-9.25%;-13.75%;"1.07%";"13.22%";"0.27%"
2023-07-29;"8078";B;-8.24%;-13.74%;"1.07%";"15.25%";"0.27%"
2023-07-30;"8078";B;-6.63%;-13.74%;"1.07%";"15.25%";"0.27%"
2023-07-31;"8078";B;-6.63%;-13.74%;"0.97%";"15.25%";"0.27%"
2023-01-31;"8189";B;-3.42%;"10.59%";"5.65%";-4.00%;-3.41%
2023-02-01;"8189";B;-2.97%;"11.11%";"6.15%";-1.06%;-2.96%
2023-02-02;"8189";B;-3.61%;"10.37%";"5.21%";"0.31%";-3.60%
2023-02-03;"8189";B;-4.26%;"9.08%";"7.77%";"0.43%";-4.25%
2023-02-04;"8189";B;-1.81%;"6.94%";"6.60%";"0.90%";-4.24%
2023-02-05;"8189";B;-2.20%;"6.92%";"9.73%";"0.89%";-4.24%
2023-02-06;"8189";B;-1.67%;"6.92%";"9.71%";"0.89%";-4.24%
2023-02-07;"8189";B;-1.14%;"7.51%";"10.31%";"1.44%";-3.72%
2023-02-08;"8189";B;"0.88%";"8.04%";"12.57%";"5.22%";-1.75%
2023-02-09;"8189";B;"1.48%";"5.60%";"11.03%";"8.95%";-1.17%
2023-02-10;"8189";B;"1.10%";"8.58%";"10.60%";"4.26%";-1.40%
2023-02-11;"8189";B;"1.77%";"12.48%";"11.86%";"1.81%";-1.38%
2023-02-12;"8189";B;"2.82%";"12.47%";"14.21%";"1.80%";-1.38%
2023-02-13;"8189";B;"4.56%";"12.47%";"14.20%";"1.80%";-1.38%
2023-02-14;"8189";B;"5.32%";"13.30%";"15.05%";"2.55%";-0.65%
2023-02-15;"8189";B;"3.61%";"10.37%";"13.18%";"0.79%";-2.27%
2023-02-16;"8189";B;"4.24%";"11.46%";"13.87%";"2.21%";-1.67%
2023-02-17;"8189";B;"5.83%";"17.35%";"17.94%";"1.68%";"0.19%"
2023-02-18;"8189";B;"1.87%";"20.30%";"23.78%";-2.10%;"0.20%"
2023-02-19;"8189";B;"2.99%";"20.29%";"29.21%";-2.11%;"0.20%"
2023-02-20;"8189";B;"2.81%";"20.29%";"29.19%";-2.11%;"0.20%"
2023-02-21;"8189";B;"4.77%";"22.60%";"31.67%";-0.24%;"2.12%"
2023-02-22;"8189";B;"5.43%";"22.40%";"32.51%";-1.75%;"2.77%"
2023-02-23;"8189";B;"4.36%";"20.06%";"23.88%";-8.03%;"1.72%"
2023-02-24;"8189";B;"0.52%";"14.53%";"19.35%";-5.67%;-0.44%
2023-02-25;"8189";B;-0.13%;"16.04%";"20.65%";-1.09%;-0.43%
2023-02-26;"8189";B;"1.19%";"16.03%";"15.34%";-1.10%;-0.43%
2023-02-27;"8189";B;"2.63%";"16.03%";"15.33%";-1.10%;-0.43%
2023-02-28;"8189";B;"3.14%";"16.62%";"15.92%";-0.60%;"0.08%"
2023-03-01;"8189";B;"6.95%";"17.09%";"14.77%";"2.18%";"3.78%"
2023-03-02;"8189";B;"7.06%";"15.40%";"10.21%";"3.77%";"3.20%"
2023-03-03;"8189";B;"6.21%";"13.70%";"8.59%";"1.53%";"1.69%"
2023-03-04;"8189";B;"6.21%";"13.71%";"8.60%";"0.27%";"1.71%"
2023-03-05;"8189";B;"6.21%";"13.71%";"8.60%";"0.26%";"1.71%"
2023-03-06;"8189";B;"6.21%";"9.68%";"13.49%";"0.26%";"1.71%"
2023-03-07;"8189";B;"9.49%";"10.84%";"19.19%";"3.92%";"5.42%"
2023-03-08;"8189";B;"7.04%";"10.56%";"21.06%";"1.71%";"5.17%"
2023-03-09;"8189";B;"9.36%";"13.64%";"29.25%";"6.75%";"8.09%"
2023-03-10;"8189";B;"15.50%";"19.72%";"36.17%";"14.65%";"13.88%"
2023-03-11;"8189";B;"15.50%";"19.73%";"36.18%";"12.77%";"13.90%"
2023-03-12;"8189";B;"15.50%";"19.73%";"36.18%";"12.75%";"13.90%"
2023-03-13;"8189";B;"15.50%";"21.48%";"34.64%";"12.75%";"13.90%"
2023-03-14;"8189";B;"13.21%";"21.35%";"30.75%";"11.35%";"12.47%"
2023-03-15;"8189";B;"13.90%";"19.16%";"30.16%";"12.59%";"11.31%"
2023-03-16;"8189";B;"9.61%";"14.51%";"26.01%";"10.89%";"7.78%"
2023-03-17;"8189";B;"8.15%";"15.11%";"26.68%";"13.56%";"8.35%"
2023-03-18;"8189";B;"8.15%";"15.12%";"26.70%";"16.84%";"8.36%"
2023-03-19;"8189";B;"8.15%";"15.12%";"26.70%";"16.83%";"8.36%"
2023-03-20;"8189";B;"8.15%";"14.95%";"26.70%";"16.83%";"8.36%"
2023-03-21;"8189";B;"3.97%";"13.02%";"24.24%";"14.46%";"6.17%"
2023-03-22;"8189";B;"5.65%";"11.65%";"22.71%";"15.94%";"8.57%"
2023-03-23;"8189";B;"11.24%";"18.90%";"28.35%";"19.56%";"13.15%"
2023-03-24;"8189";B;"12.42%";"17.60%";"26.94%";"16.71%";"11.92%"
2023-03-25;"8189";B;"12.42%";"17.61%";"26.96%";"17.68%";"11.94%"
2023-03-26;"8189";B;"12.42%";"17.61%";"26.96%";"17.67%";"11.94%"
2023-03-27;"8189";B;"12.42%";"17.28%";"24.42%";"17.67%";"11.94%"
2023-03-28;"8189";B;"12.94%";"10.99%";"26.57%";"18.82%";"13.03%"
2023-03-29;"8189";B;"12.34%";"12.53%";"24.16%";"20.75%";"12.43%"
2023-03-30;"8189";B;"11.34%";"11.42%";"19.89%";"22.75%";"11.42%"
2023-03-31;"8189";B;"8.50%";"8.57%";"16.84%";"16.70%";"8.58%"
2023-04-01;"8189";B;"4.64%";"8.58%";"16.84%";"14.75%";"8.59%"
2023-04-02;"8189";B;"5.22%";"8.58%";"16.84%";"14.73%";"8.59%"
2023-04-03;"8189";B;"6.79%";"8.58%";"16.84%";"14.73%";"8.59%"
2023-04-04;"8189";B;"6.16%";"10.72%";"18.13%";"14.08%";"7.97%"
2023-04-05;"8189";B;"8.01%";"12.19%";"25.31%";"15.04%";"9.85%"
2023-04-06;"8189";B;"6.93%";"11.68%";"23.51%";"13.78%";"8.75%"
2023-04-07;"8189";B;"3.18%";"11.68%";"19.19%";"16.11%";"8.77%"
2023-04-08;"8189";B;"3.42%";"11.68%";"19.17%";"18.50%";"8.77%"
2023-04-09;"8189";B;"0.63%";"11.68%";"19.17%";"18.49%";"8.77%"
2023-04-10;"8189";B;-4.49%;"11.52%";"19.17%";"18.49%";"8.77%"
2023-04-11;"8189";B;-3.27%;"13.69%";"20.71%";"20.01%";"10.17%"
2023-04-12;"8189";B;-1.51%;"16.97%";"21.65%";"18.15%";"12.18%"
2023-04-13;"8189";B;-1.10%;"19.42%";"27.45%";"19.82%";"12.64%"
2023-04-14;"8189";B;-0.14%;"19.07%";"27.74%";"23.32%";"12.32%"
2023-04-15;"8189";B;"0.91%";"19.09%";"27.74%";"23.32%";"12.33%"
2023-04-16;"8189";B;"4.22%";"19.09%";"27.74%";"23.32%";"12.33%"
2023-04-17;"8189";B;"3.67%";"18.65%";"27.74%";"23.32%";"12.33%"
2023-04-18;"8189";B;"4.39%";"15.01%";"33.71%";"24.18%";"13.12%"
2023-04-19;"8189";B;"4.17%";"16.02%";"34.50%";"26.70%";"12.88%"
2023-04-20;"8189";B;"6.14%";"18.01%";"32.24%";"31.48%";"15.01%"
2023-04-21;"8189";B;"7.37%";"16.95%";"33.63%";"28.84%";"14.00%"
2023-04-22;"8189";B;"5.01%";"16.97%";"33.64%";"27.33%";"14.01%"
2023-04-23;"8189";B;"0.76%";"16.97%";"33.64%";"27.32%";"14.01%"
2023-04-24;"8189";B;"1.86%";"15.11%";"33.64%";"27.32%";"14.01%"
2023-04-25;"8189";B;"4.55%";"17.39%";"38.40%";"30.70%";"17.03%"
2023-04-26;"8189";B;"8.27%";"23.16%";"41.20%";"30.98%";"21.19%"
2023-04-27;"8189";B;"7.77%";"24.35%";"38.74%";"27.45%";"20.63%"
2023-04-28;"8189";B;"3.95%";"21.10%";"34.54%";"28.75%";"17.50%"
2023-04-29;"8189";B;"4.52%";"21.11%";"34.54%";"25.33%";"17.51%"
2023-04-30;"8189";B;"5.47%";"21.11%";"34.54%";"25.31%";"17.51%"
2023-05-01;"8189";B;"8.21%";"21.09%";"34.54%";"25.31%";"17.51%"
2023-05-02;"8189";B;"8.21%";"21.90%";"34.54%";"25.31%";"17.51%"
2023-05-03;"8189";B;"9.53%";"24.22%";"35.50%";"27.30%";"18.94%"
2023-05-04;"8189";B;"13.70%";"28.21%";"37.10%";"36.12%";"22.77%"
2023-05-05;"8189";B;"10.54%";"26.81%";"35.59%";"33.58%";"21.43%"
2023-05-06;"8189";B;"11.67%";"26.82%";"35.60%";"26.07%";"21.45%"
2023-05-07;"8189";B;"11.66%";"26.14%";"35.60%";"26.06%";"21.45%"
2023-05-08;"8189";B;"11.66%";"23.60%";"33.54%";"26.06%";"21.45%"
2023-05-09;"8189";B;"12.27%";"23.55%";"30.48%";"26.75%";"22.11%"
2023-05-10;"8189";B;"12.86%";"24.49%";"35.17%";"23.79%";"22.75%"
2023-05-11;"8189";B;"9.87%";"22.74%";"38.06%";"16.71%";"21.04%"
2023-05-12;"8189";B;"10.64%";"25.86%";"41.55%";"20.02%";"24.11%"
2023-05-13;"8189";B;"10.20%";"25.87%";"41.57%";"23.16%";"24.13%"
2023-05-14;"8189";B;"10.51%";"24.94%";"41.57%";"23.15%";"24.13%"
2023-05-15;"8189";B;"10.50%";"27.01%";"40.19%";"23.15%";"24.13%"
2023-05-16;"8189";B;"8.90%";"24.41%";"38.66%";"21.36%";"22.32%"
2023-05-17;"8189";B;"7.28%";"20.29%";"41.16%";"21.25%";"20.51%"
2023-05-18;"8189";B;"4.32%";"17.77%";"41.69%";"15.78%";"18.01%"
2023-05-19;"8189";B;"4.24%";"17.43%";"41.25%";"9.97%";"17.66%"
2023-05-20;"8189";B;"2.32%";"17.44%";"41.27%";"7.14%";"17.67%"
2023-05-21;"8189";B;"3.22%";"15.23%";"41.27%";"7.13%";"17.67%"
2023-05-22;"8189";B;"3.21%";"14.50%";"40.16%";"7.13%";"17.67%"
2023-05-23;"8189";B;"4.56%";"17.19%";"40.70%";"8.52%";"19.20%"
2023-05-24;"8189";B;"5.07%";"20.32%";"37.81%";"9.01%";"19.79%"
2023-05-25;"8189";B;"1.88%";"19.76%";"38.97%";"10.62%";"19.24%"
2023-05-26;"8189";B;-2.24%;"18.99%";"38.06%";"12.25%";"18.47%"
2023-05-27;"8189";B;-1.78%;"19.00%";"38.08%";"14.94%";"18.49%"
2023-05-28;"8189";B;"0.84%";"18.40%";"38.08%";"14.93%";"18.49%"
2023-05-29;"8189";B;"0.83%";"18.40%";"33.09%";"14.93%";"18.49%"
2023-05-30;"8189";B;"0.12%";"17.56%";"32.24%";"14.11%";"17.65%"
2023-05-31;"8189";B;-0.17%;"17.22%";"31.86%";"11.33%";"17.31%"
2023-06-01;"8189";B;"0.33%";"13.60%";"33.01%";"9.84%";"17.90%"
2023-06-02;"8189";B;-1.52%;"12.14%";"29.40%";"7.08%";"15.73%"
2023-06-03;"8189";B;-2.69%;"13.81%";"29.40%";"7.64%";"15.74%"
2023-06-04;"8189";B;-5.73%;"13.80%";"29.40%";"7.62%";"15.74%"
2023-06-05;"8189";B;-4.69%;"13.80%";"29.40%";"7.62%";"15.74%"
2023-06-06;"8189";B;-5.00%;"13.44%";"24.42%";"7.28%";"15.37%"
2023-06-07;"8189";B;-4.38%;"10.16%";"22.11%";"12.43%";"16.13%"
2023-06-08;"8189";B;-4.60%;"10.17%";"21.81%";"9.44%";"15.86%"
2023-06-09;"8189";B;-4.19%;"8.24%";"23.00%";"7.82%";"16.99%"
2023-06-10;"8189";B;-4.68%;"2.74%";"23.00%";"4.82%";"17.01%"
2023-06-11;"8189";B;-3.33%;"2.73%";"23.00%";"4.81%";"17.01%"
2023-06-12;"8189";B;-5.73%;"2.73%";"23.00%";"4.81%";"17.01%"
2023-06-13;"8189";B;-6.95%;"1.41%";"23.19%";"3.46%";"15.50%"
2023-06-14;"8189";B;-6.40%;"3.30%";"25.35%";"0.68%";"16.19%"
