"Run Fondo";"nombre_fm";"fecha";"nemotecnico_inst";"rut_emisor";"dig_verif_rut_em";"codigo_pais_em";"tipo_inst";"fecha_venc";"situacion_inst";"clasif_riesgo";"cod_grupo_emp";"cant_unidades";"tipo_unidades";"tir";"valor_par";"valor_relevante";"cod_valorizacion";"base_tasa";"tipo_interes";"valorizacion_cierre";"cod_moneda_liq";"cod_pais_trans";"porc_capital_em";"porc_total_act_em";"porc_total_act_fondo"
"8113";USA EQUITY;2023-07-31;FNSEC-040124;"97053000";"2";CL;DPC;2024-01-04;1;N-1;35;65000000.00;$$;0.80;;;1;30;NL;62388;$$;CL;0.000;0.001;0.027
"8183";BICE NORTEAMERICA;2023-07-31;BNPDBC010823;"97029000";"1";CL;PDBC;2023-08-01;1;NA;0;2400000000.00;$$;0.82;;;1;30;NL;2399344;$$;CL;0.000;0.024;4.211
"8300";U.S. DOLLAR;2023-07-31;CFIBCHMUBH;"9333";"5";CL;CFI;;1;NA;0;2925988.89;$$;;;2.00;3;0;NA;5852;$$;CL;5.439;3.895;10.360
"8437";ESTADOS UNIDOS;2023-07-31;CFMLVMONEL;"8606";"1";CL;CFM;;1;AA;0;2222222.22;PROM;;;1.08;3;0;NA;2400;PROM;CL;0.934;0.000;1.584
"8458";EUROAMERICA USA;2023-07-31;CFMEURMMKE;"8459";K;CL;CFM;;1;NA;0;322717.05;CU;;;1860.85;3;0;NC;600528;$$;CL;1.862;600.280;0.560
"8458";EUROAMERICA USA;2023-07-31;CFMZCHAGRW;"9576";"1";CL;CFM;;1;NA;0;1.00;CU;;;1013.00;3;0;NC;1;$$;CL;0.000;10.000;0.000
"8458";EUROAMERICA USA;2023-07-31;CFMZCHMODW;"9577";K;CL;CFM;;1;NA;0;1.00;CU;;;1072.65;3;0;NC;1;$$;CL;0.000;10.000;0.000
"8458";EUROAMERICA USA;2023-07-31;CFMZCHPRAW;"8694";"0";CL;CFM;;1;NA;0;1.00;CU;;;960.29;3;0;NC;1;$$;CL;0.000;10.000;0.000
"8458";EUROAMERICA USA;2023-07-31;CFMZCHPRCW;"8695";"9";CL;CFM;;1;NA;0;1.00;CU;;;1051.00;3;0;NC;1;$$;CL;0.000;10.000;0.000
"8458";EUROAMERICA USA;2023-07-31;CFMZCHPREW;"8696";"7";CL;CFM;;1;NA;0;1.00;CU;;;1143.85;3;0;NC;1;$$;CL;0.000;10.000;0.000
"8458";EUROAMERICA USA;2023-07-31;CFMZCPCONW;"9575";"3";CL;CFM;;1;NA;0;1.00;CU;;;1050.40;3;0;NC;1;$$;CL;10.000;10.000;0.000
"8479";TOP USA;2023-07-31;FNBCI-040823;"97006000";"6";CL;DPC;2023-08-04;1;N-1;13;960000000.00;$$;0.83;;;1;30;NL;958939;$$;CL;0.000;1.303;2.231
"8479";TOP USA;2023-07-31;FNEST-110923;"97030000";"7";CL;DPC;2023-09-11;1;N-1;21;50000000.00;$$;0.86;;;1;30;NL;49402;$$;CL;0.000;0.000;0.115
"8479";TOP USA;2023-07-31;BNPDBC010823;"97029000";"1";CL;PDBC;2023-08-01;1;NA;0;255000000.00;$$;0.82;;;1;30;NA;254931;$$;CL;0.000;0.000;0.593
"8479";TOP USA;2023-07-31;BNPDBC040823;"97029000";"1";CL;PDBC;2023-08-04;1;NA;0;680000000.00;$$;0.82;;;1;30;NA;679258;$$;CL;0.000;0.000;1.580
"8479";TOP USA;2023-07-31;BNPDBC070823;"97029000";"1";CL;PDBC;2023-08-07;1;NA;0;20000000.00;$$;0.81;;;1;30;NA;19962;$$;CL;0.000;0.000;0.046
"8479";TOP USA;2023-07-31;BNPDBC090823;"97029000";"1";CL;PDBC;2023-08-09;1;NA;0;410000000.00;$$;0.82;;;1;30;NA;408993;$$;CL;0.000;0.000;0.952
"8479";TOP USA;2023-07-31;BNPDBC220823;"97029000";"1";CL;PDBC;2023-08-22;1;NA;0;2080000000.00;$$;0.82;;;1;30;NA;2067567;$$;CL;0.000;0.000;4.811
"8479";TOP USA;2023-07-31;CFMITARDIT;"9834";"5";CL;CFM;;1;NA;0;270558.90;CU;;;1064.94;3;0;NA;288129;CU;CL;0.620;0.620;0.670
"8488";GO SELECTAS USA;2023-07-31;BNPDBC020823;"97029000";"1";CL;PDBC;2023-08-02;1;NA;0;2090000000.00;$$;0.81;;;1;30;NL;2088871;$$;CL;0.000;0.014;1.487
"8488";GO SELECTAS USA;2023-07-31;BNPDBC040823;"97029000";"1";CL;PDBC;2023-08-04;1;NA;0;1520000000.00;$$;0.82;;;1;30;NL;1518341;$$;CL;0.000;0.010;1.081
